EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit,MonthlySalary,AnnualSalary,AnnualLeave,SickLeave,OnLeave
6133,Papadopoulos,William,M,Victoria,Baker,Bakery,Victoria,Stores,25.43260741,4.187985591,0.0,Stores,1500,18000,11,1,0
6134,Barriga,Amy,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,53.17206167,9.56293763,103.9223144,Stores,1000,12000,14,3,0
6135,Brickner,Chester,M,Richmond,Baker,Bakery,Richmond,Stores,42.03480062,1.9864605469999999,21.22375827,Stores,1500,18000,1,0,0
6136,Elmer,Sadie,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.27475019,4.642825654,110.003127,Stores,1500,18000,6,3,0
6137,Small,Gilbert,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,60.31162859,6.256222517,163.50283269999997,Stores,1000,12000,3,0,0
6138,Luevano,Irene,F,Victoria,Baker,Bakery,Victoria,Stores,39.71629997,6.410780417000001,41.68048474,Stores,1500,18000,2,3,0
6139,Pfeifer,Edward,M,Quesnel,Shelf Stocker,Processed Foods,Quesnel,Stores,38.53448158,4.902069472,39.91608891,Stores,2000,24000,14,0,0
6140,Burson,Dorothy,F,Whistler,Dairy Person,Dairy,Squamish,Stores,43.48107003,3.412894225,106.6538862,Stores,1000,12000,7,3,0
6141,Considine,Deneen,F,Vancouver,Baker,Bakery,Vancouver,Stores,55.62121696,8.322593389,67.81062857,Stores,1500,18000,11,1,0
6142,Miller,Buddy,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,38.86463299,5.5889660789999995,0.0,Stores,2000,24000,8,0,0
6143,Lang,Anjanette,F,Vancouver,Baker,Bakery,Vancouver,Stores,29.3906608,4.861549866,0.0,Stores,1500,18000,13,1,0
6144,Tarr,Paul,M,Westbank,Dairy Person,Dairy,Kelowna,Stores,43.23654924,7.520986639,56.56555759,Stores,1000,12000,6,0,0
6145,Cooper,Alonzo,M,Sparwood,Baker,Bakery,Cranbrook,Stores,51.64226919,4.236158704,166.3074186,Stores,1500,18000,4,0,0
6146,Bullock,Catherine,F,Topley,Shelf Stocker,Processed Foods,Prince George,Stores,42.44939996,4.819816432,74.92120841,Stores,2000,24000,7,3,0
6147,Collison,Alfred,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,52.86278167,6.099824179,108.87590149999998,Stores,1000,12000,6,2,0
6148,O'Connor,Justin,M,Powell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46.22505163,5.678521279,106.9469987,Stores,2000,24000,14,0,0
6149,Gutierrez,Carrie,F,Ganges,Baker,Bakery,Victoria,Stores,25.04811705,7.997694738,0.0,Stores,1500,18000,3,2,0
6150,Clouse,Angela,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.11349397,4.861138594,69.54990197,Stores,1500,18000,10,3,0
6151,O'Donnell,Lucy,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,46.01383051,1.7799106880000002,123.41012520000001,Stores,1000,12000,4,0,0
6152,Terry,John,M,Vancouver,Baker,Bakery,Vancouver,Stores,42.8441185,4.507728339,82.82696461,Stores,1500,18000,1,2,0
6153,Eldred,Carol,F,Vancouver,Baker,Bakery,Vancouver,Stores,37.15161784,5.837373943999999,45.69647364,Stores,1500,18000,12,2,0
6154,Baity,Kenneth,M,Vancouver,Baker,Bakery,Vancouver,Stores,47.47534265,3.9176926589999996,95.00918074,Stores,1500,18000,2,2,0
6155,McCrary,Alan,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,27.768706599999998,4.556194308999999,0.0,Stores,1000,12000,8,2,0
6156,Black,Steve,M,Sparwood,Baker,Bakery,Cranbrook,Stores,49.16749985,5.53430313,100.25639809999998,Stores,1500,18000,8,3,0
6157,McKeon,Raymond,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.10972541,5.6764023329999995,110.92806609999998,Stores,1000,12000,10,2,0
6158,Beene,Jason,M,Terrace,Cashier,Customer Service,Terrace,Stores,44.21488561,3.081491897,36.96733891,Stores,1200,14400,6,1,0
6159,Williams,Antonio,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.29923544,4.36135519,93.56688638,Stores,1000,12000,9,1,0
6160,Ennis,Janice,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,31.50519441,5.613371872,0.0,Stores,2000,24000,12,2,0
6161,Reed,Frank,M,Langley,Dairy Person,Dairy,Langley,Stores,43.66289721,5.529973727000001,32.59493172,Stores,1000,12000,5,3,0
6162,Knight,Dean,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,44.19430144,4.62646881,0.0,Stores,2000,24000,7,1,0
6163,Rael,Steven,M,Vancouver,Baker,Bakery,Vancouver,Stores,40.14335851,5.404849426,58.63854092,Stores,1500,18000,12,0,0
6164,Roger,Anthony,M,Victoria,Baker,Bakery,Victoria,Stores,38.96748387,5.116503822,51.93358722,Stores,1500,18000,11,0,0
6165,Lieber,Karen,F,Vancouver,Baker,Bakery,Vancouver,Stores,50.91032847,1.344446105,163.36485090000002,Stores,1500,18000,4,3,0
6166,Foltz,Larry,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,40.23917477,4.765632736000001,64.95446099,Stores,2000,24000,0,2,0
6167,Arroyo,Mohammad,M,Salmon Arm,Dairy Person,Dairy,Kamloops,Stores,36.16256867,5.862791669,30.91676978,Stores,1000,12000,14,2,0
6168,Anderson,Ivy,F,Vancouver,Baker,Bakery,Vancouver,Stores,22.39825538,6.540384846,0.0,Stores,1500,18000,0,1,0
6169,Contreras,Megan,F,Comox,Shelf Stocker,Processed Foods,Nanaimo,Stores,32.11262955,4.315406017,0.0,Stores,2000,24000,11,2,0
6170,Butler,Armando,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,47.13883011,3.5413971539999998,95.07846102,Stores,2000,24000,6,1,0
6171,Hearns,Joseph,M,Vancouver,Baker,Bakery,Vancouver,Stores,53.07745062,4.551500546000001,128.2915053,Stores,1500,18000,4,2,0
6172,Fry,Roger,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,43.78653186,2.211148203,44.23263205,Stores,2000,24000,11,1,0
6173,Jones,Shirlene,F,Surrey,Dairy Person,Dairy,Surrey,Stores,40.53960553,3.8610566530000003,51.86501902,Stores,1000,12000,8,3,0
6174,Arnold,Frances,F,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,45.70708814,2.455147249,80.91359595,Stores,2000,24000,4,2,0
6175,Johnson,David,M,Vancouver,Baker,Bakery,Vancouver,Stores,55.17313327,5.463317737000001,112.23312209999999,Stores,1500,18000,7,0,0
6176,Downs,Joey,M,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,41.63266722,4.692104468999999,15.95415121,Stores,2000,24000,13,2,0
6177,Thompson,Steven,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.87787539999999,5.0722823980000005,67.2650909,Stores,1500,18000,9,0,0
6178,Goodson,John,M,Surrey,Dairy Person,Dairy,Surrey,Stores,55.32466091,6.936130304,104.0526892,Stores,1000,12000,13,3,0
6179,Simms,Gary,M,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,52.70830678,3.37478211,119.570825,Stores,1000,12000,0,0,0
6180,Davis,David,M,Vancouver,Baker,Bakery,Vancouver,Stores,42.95168881,7.976673862999999,51.56714278,Stores,1500,18000,7,2,0
6181,Wilson,Lillian,F,Hemlock Valley,Dairy Person,Dairy,Chilliwack,Stores,47.64881948,6.182118554,107.770706,Stores,1000,12000,10,0,0
6182,Francois,Megan,F,Vancouver,Baker,Bakery,Vancouver,Stores,34.66267508,1.04271809,45.85075197,Stores,1500,18000,14,1,0
6183,Morris,Beulah,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,16.99362546,5.59403512,0.0,Stores,1000,12000,10,1,0
6184,Sullivan,Michael,M,Vancouver,Baker,Bakery,Vancouver,Stores,38.35654857,5.775699039,46.15237105,Stores,1500,18000,7,2,0
6185,Cordova,Phyllis,F,Grand Forks,Baker,Bakery,Grand Forks,Stores,66.47702271,5.867828072000001,157.9964884,Stores,1500,18000,13,0,0
6186,Beard,Brenda,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.30240335,4.688793444,95.1032584,Stores,1500,18000,8,2,0
6187,Riley,Wilbert,M,Vancouver,Baker,Bakery,Vancouver,Stores,60.03385764,7.063289021,117.82908219999999,Stores,1500,18000,14,2,0
6188,Mayer,Celestine,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,62.43637624,5.353764498,176.65621380000002,Stores,1000,12000,13,2,0
6189,Webb,Annette,F,Vancouver,Baker,Bakery,Vancouver,Stores,32.28610032,4.133053548,0.0,Stores,1500,18000,14,1,0
6190,Wilson,Julia,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.88182634,5.648602539,129.4596525,Stores,1500,18000,1,0,0
6191,Crisp,Erin,F,Merritt,Dairy Person,Dairy,Kamloops,Stores,46.10715524,2.556899258,107.48655559999999,Stores,1000,12000,6,3,0
6192,Borrego,Dawn,F,Grand Forks,Baker,Bakery,Grand Forks,Stores,52.12887609,6.9822316970000005,109.14711979999998,Stores,1500,18000,6,1,0
6193,Morfin,Helen,F,Vancouver,Baker,Bakery,Vancouver,Stores,35.82749187,4.6063425239999995,31.87709009,Stores,1500,18000,10,0,0
6194,Houseknecht,Humberto,M,Vancouver,Baker,Bakery,Vancouver,Stores,37.8047516,4.2730815810000005,0.0,Stores,1500,18000,5,1,0
6195,Abbott,Edward,M,Christina Lake,Baker,Bakery,Grand Forks,Stores,54.24806682,3.1599105919999997,131.7836282,Stores,1500,18000,4,1,0
6196,Nguyen,Erin,F,Vancouver,Baker,Bakery,Vancouver,Stores,40.98550634,4.8066558839999995,51.57098831,Stores,1500,18000,7,1,0
6197,Hill,Gregory,M,Kimberley,Baker,Bakery,Cranbrook,Stores,37.42622648,5.518959711,0.0,Stores,1500,18000,4,1,0
6198,Harrison,Henry,M,Surrey,Dairy Person,Dairy,Surrey,Stores,37.21089406,4.641217003,34.9315436,Stores,1000,12000,3,3,0
6199,See,Elizabeth,F,Vancouver,Baker,Bakery,Vancouver,Stores,28.44249451,4.440074731,0.0,Stores,1500,18000,8,2,0
6200,Dickson,Sharon,F,Vancouver,Baker,Bakery,Vancouver,Stores,50.87619412,3.145198749,132.0250477,Stores,1500,18000,7,2,0
6201,Abercrombie,Cynthia,F,Richmond,Baker,Bakery,Richmond,Stores,44.44156135,4.548462584,95.26110896,Stores,1500,18000,9,2,0
6202,Daniel,Erika,F,Surrey,Dairy Person,Dairy,Surrey,Stores,43.52101763,6.300855678,87.03008172,Stores,1000,12000,3,1,0
6203,Carlisle,Robert,M,Vavenby,Dairy Person,Dairy,Kamloops,Stores,47.27994491,4.772435126,74.58765052,Stores,1000,12000,0,0,0
6204,Clark,Jeffrey,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,43.54254789,3.876874665,84.13726826,Stores,1000,12000,2,2,0
6205,Eldridge,Terry,M,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,38.47174147,3.7528603339999997,59.42454888,Stores,2000,24000,2,1,0
6206,Lopez,Somer,F,Balfour,Produce Clerk,Produce,Nelson,Stores,51.52921235,2.998329441,122.1943788,Stores,2000,24000,7,2,0
6207,Martin,James,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,27.40973409,5.269421578,0.0,Stores,1000,12000,7,1,0
6208,Pike,Miguel,M,Good Hope Lake,Cashier,Customer Service,Terrace,Stores,42.78732714,4.843224698,88.31040191,Stores,1200,14400,11,2,0
6209,Cruz,Robert,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.07389565,5.765475928,72.37648419,Stores,1500,18000,14,1,0
6210,Quin,Marcia,F,Vancouver,Baker,Bakery,Vancouver,Stores,29.80402918,5.091531423,0.0,Stores,1500,18000,11,2,0
6211,Thomas,Robert,M,Victoria,Baker,Bakery,Victoria,Stores,39.38972505,6.685379502000001,0.0,Stores,1500,18000,9,1,0
6212,Ramirez,James,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41.34520472,2.97522167,52.51880364,Stores,1000,12000,0,3,0
6213,Moss,Wendy,F,Lakelse Lake,Cashier,Customer Service,Terrace,Stores,56.08948438,4.787530852,57.08109475,Stores,1200,14400,2,0,0
6214,Miller,Mayme,F,Vancouver,Baker,Bakery,Vancouver,Stores,31.51098465,6.158813821,0.0,Stores,1500,18000,1,3,0
6215,Brown,Denise,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,45.611521200000006,4.702530978,83.00401782,Stores,1000,12000,2,3,0
6216,Kingsbury,Harold,M,Nimpo Lake,Dairy Person,Dairy,Williams Lake,Stores,33.45393983,2.06158158,32.06032872,Stores,1000,12000,3,2,0
6217,Gamble,Timothy,M,Port Alberni,Shelf Stocker,Processed Foods,Nanaimo,Stores,44.44616351,4.707454005,66.40326545,Stores,2000,24000,14,0,0
6218,McAdams,Christopher,M,Cranbrook,Baker,Bakery,Cranbrook,Stores,46.45912293,5.6131845689999995,21.8826097,Stores,1500,18000,7,3,0
6219,Paisley,Eileen,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,56.11349381,5.6709699460000005,115.2753003,Stores,1000,12000,7,0,0
6220,Parsons,Leslee,F,Vananda,Shelf Stocker,Processed Foods,Nanaimo,Stores,22.18349555,5.519632617,0.0,Stores,2000,24000,4,3,0
6221,Darlington,Aisha,F,Surrey,Dairy Person,Dairy,Surrey,Stores,27.74126499,5.071917672,0.0,Stores,1000,12000,8,1,0
6222,Skeete,Patrick,M,Port Alice,Shelf Stocker,Processed Foods,Nanaimo,Stores,54.81298424,3.7066036889999996,136.57746559999998,Stores,2000,24000,10,2,0
6223,Hancock,Samuel,M,Surrey,Dairy Person,Dairy,Surrey,Stores,28.66956475,7.153685669,7.384366752999999,Stores,1000,12000,13,1,0
6224,Sipe,John,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.58186076,6.838404293,79.88298062,Stores,1500,18000,9,0,0
6225,Armstrong,Alan,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,55.95407957,8.001088252,133.5536216,Stores,2000,24000,3,0,0
6226,Williams,Kathryn,F,Rutland,Dairy Person,Dairy,Kelowna,Stores,44.05438572,6.565584595,79.83538088,Stores,1000,12000,4,2,0
6227,Anaya,Raymond,M,Victoria,Baker,Bakery,Victoria,Stores,65.08544718,6.608769352,168.29682409999998,Stores,1500,18000,1,2,0
6228,Lynch,Roger,M,Vancouver,Baker,Bakery,Vancouver,Stores,56.48051759,2.86788466,105.7160105,Stores,1500,18000,0,0,0
6229,Branson,Matthew,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34.11107361,6.126811214,31.15203426,Stores,1000,12000,11,3,0
6230,Jones,Gene,M,Vancouver,Baker,Bakery,Vancouver,Stores,50.15092496,2.9828121110000003,59.47312475,Stores,1500,18000,13,3,0
6231,Ellis,Gilbert,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31.18500518,5.5016781439999995,0.0,Stores,1000,12000,7,2,0
6232,Wilson,William,M,Victoria,Baker,Bakery,Victoria,Stores,36.78442485,1.845472625,14.42033397,Stores,1500,18000,0,3,0
6233,Cape,Michael,M,Surrey,Dairy Person,Dairy,Surrey,Stores,32.04377892,7.143048434,0.0,Stores,1000,12000,7,3,0
6234,Verduzco,Michelle,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.40153092,5.819035025,117.66051850000001,Stores,1500,18000,13,0,0
6235,Kistner,Matthew,M,Vancouver,Baker,Bakery,Vancouver,Stores,44.42722296,5.356516849,49.26713564,Stores,1500,18000,12,0,0
6236,Rester,Bruce,M,Haney,Cashier,Customer Service,Haney,Stores,35.2315212,4.625959101,18.05310759,Stores,1200,14400,1,3,0
6237,Medina,Deana,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.716313,4.164769432,134.2479634,Stores,1500,18000,12,0,0
6238,Amick,James,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,45.30318127,4.331711166,66.86578582,Stores,1000,12000,7,2,0
6239,Howard,Mary,F,Fauquier,Dairy Person,Dairy,Trail,Stores,40.18007356,3.130957586,78.32558003,Stores,1000,12000,10,3,0
6240,Good,Margaret,F,Mission,Dairy Person,Dairy,Burnaby,Stores,35.63229399,2.954468687,0.0,Stores,1000,12000,8,1,0
6241,Keith,Erma,F,Armstrong,Shelf Stocker,Processed Foods,Vernon,Stores,46.28994568,0.6547368370000001,97.34055561,Stores,2000,24000,8,2,0
6242,Blakes,Nancy,F,Whistler,Dairy Person,Dairy,Squamish,Stores,51.86080422,5.371792902,124.5725392,Stores,1000,12000,2,0,0
6243,Williams,Carolyn,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,44.455374,3.5594349480000003,69.06872901,Stores,1000,12000,14,1,0
6244,Thomas,Phillip,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.32509954,5.1940771219999995,82.06420406,Stores,1500,18000,6,3,0
6245,Anderson,Shelia,F,Richmond,Baker,Bakery,Richmond,Stores,40.11655818,3.858772807,49.49884732,Stores,1500,18000,3,3,0
6246,Fisher,William,M,Fort Fraser,Shelf Stocker,Processed Foods,Prince George,Stores,39.90448186,4.003956833999999,13.65525787,Stores,2000,24000,8,3,0
6247,Vance,Warren,M,Haney,Cashier,Customer Service,Haney,Stores,40.72340303,4.679719292,4.932084035,Stores,1200,14400,5,0,0
6248,Iverson,Joe,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,46.59423724,4.797184693999999,79.42759176,Stores,1000,12000,5,2,0
6249,Hamlin,Roger,M,Richmond,Baker,Bakery,Richmond,Stores,55.83492729,5.223105466,142.60988799999998,Stores,1500,18000,4,1,0
6250,Johns,Flora,F,Vancouver,Baker,Bakery,Vancouver,Stores,37.97653546,2.8530868289999995,47.69976774,Stores,1500,18000,9,3,0
6251,Reed,Norman,M,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,46.75475223,5.547566282999999,90.56969101,Stores,1000,12000,7,0,0
6252,Green,Richard,M,Surrey,Dairy Person,Dairy,Surrey,Stores,45.87615548,6.368428503,35.47227014,Stores,1000,12000,9,1,0
6253,Rios,Hilary,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,42.06349601,5.873974232999999,65.47661637,Stores,1000,12000,6,3,0
6254,Slate,Kathy,F,Vancouver,Baker,Bakery,Vancouver,Stores,28.96621556,3.9303404160000004,0.0,Stores,1500,18000,2,0,0
6255,King,Aubrey,F,Vancouver,Baker,Bakery,Vancouver,Stores,39.96096503,3.289488165,76.75736942,Stores,1500,18000,10,0,0
6256,Walther,Kendra,F,Fort Langley,Dairy Person,Dairy,Langley,Stores,22.73921286,6.035442024,0.0,Stores,1000,12000,5,2,0
6257,Stephens,Diane,F,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,38.89189402,2.798223878,17.9087444,Stores,2000,24000,3,3,0
6258,Hernandez,Jill,F,Vancouver,Baker,Bakery,Vancouver,Stores,42.96657599,2.5715981969999997,70.49970917,Stores,1500,18000,14,0,0
6259,Ybarra,Michael,M,Victoria,Baker,Bakery,Victoria,Stores,43.34703254,2.892718532,53.29892688,Stores,1500,18000,11,2,0
6260,Kirk,Jason,M,Vancouver,Baker,Bakery,Vancouver,Stores,33.22883504,3.796463894,8.13846959,Stores,1500,18000,10,0,0
6261,Lawson,Carol,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,40.25476651,3.385361635,61.44584319,Stores,1000,12000,3,2,0
6262,Emmanuel,Melody,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,64.98440639,4.685856315,158.9808855,Stores,1000,12000,3,0,0
6263,Amos,Lynne,F,White Rock,Cashier,Customer Service,White Rock,Stores,39.67175897,6.125447296,48.99671878,Stores,1200,14400,8,3,0
6264,Johnson,Eldora,F,Vancouver,Baker,Bakery,Vancouver,Stores,44.07775971,3.674970002,37.75587442,Stores,1500,18000,5,1,0
6265,Vega,Steven,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,22.62132395,3.891974318,0.0,Stores,1000,12000,1,3,0
6266,Walla,Joyce,F,Richmond,Dairy Person,Dairy,Richmond,Stores,58.87562606,8.21182538,142.4810549,Stores,1000,12000,7,0,0
6267,Diaz,Delia,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.04753164,6.2120735410000005,68.60150427,Stores,1000,12000,7,3,0
6268,Willis,Vilma,F,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,38.56376377,5.763725032999999,35.60827307,Stores,2000,24000,6,0,0
6269,Bingham,John,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,40.26179525,6.587248002999999,12.15552169,Stores,1000,12000,6,0,0
6270,Peterson,Johnathon,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,43.14931689,4.771664548,59.68357964,Stores,1200,14400,13,2,0
6271,Dale,Beatrice,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41.06749568,5.402783546,78.59306346,Stores,1000,12000,3,3,0
6272,Polanco,Rebecca,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.00799321,2.6971665000000002,96.0089053,Stores,1000,12000,13,3,0
6273,Hayes,Jessica,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,42.22950249,2.43937462,97.86988214,Stores,2000,24000,5,0,0
6274,Holthaus,Richard,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.60859145,6.98639839,7.281303521,Stores,1000,12000,12,1,0
6275,Gray,Doug,M,Peachland,Dairy Person,Dairy,Kelowna,Stores,49.64361033,4.354081495,92.54277515,Stores,1000,12000,0,2,0
6276,Bearden,Sherman,M,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,32.51696172,4.908196787,0.0,Stores,2000,24000,14,1,0
6277,Manzo,Eva,F,Quesnel,Shelf Stocker,Processed Foods,Quesnel,Stores,32.48001257,3.52779957,0.0,Stores,2000,24000,13,2,0
6278,Hamilton,Mary,F,Blueberry,Dairy Person,Dairy,Kamloops,Stores,40.72427834,4.389390764,30.60159772,Stores,1000,12000,8,0,0
6279,Walker,Nora,F,Richmond,Dairy Person,Dairy,Richmond,Stores,46.53708033,5.8499704889999995,104.8291871,Stores,1000,12000,1,1,0
6280,Hayes,Jaime,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,25.688501199999997,0.979190569,0.0,Stores,1000,12000,8,0,0
6281,Vincent,Zachary,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,42.08350286,5.349954763,89.32964674,Stores,1500,18000,10,1,0
6282,Hughes,Lori,F,Grassy Plains,Shelf Stocker,Processed Foods,Prince George,Stores,40.1962242,3.257425893,92.78792207,Stores,2000,24000,2,2,0
6283,Edmunds,Angela,F,Sparwood,Baker,Bakery,Cranbrook,Stores,29.24050156,4.567276431,0.0,Stores,1500,18000,6,1,0
6284,Widger,Michael,M,White Rock,Cashier,Customer Service,White Rock,Stores,35.62637083,4.8614162830000005,36.98346499,Stores,1200,14400,5,0,0
6285,Jackson,Juanita,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.46023017,4.2635576539999995,149.1687565,Stores,1000,12000,5,3,0
6286,Thrasher,Christine,F,Oyster River,Shelf Stocker,Processed Foods,Nanaimo,Stores,42.83733837,4.888367007,86.85426309,Stores,2000,24000,3,0,0
6287,Brashear,Jeanette,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.35453955,5.843017078,0.0,Stores,1000,12000,10,0,0
6288,Seibel,Viola,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.55712619,3.73328296,55.70770315,Stores,2000,24000,10,1,0
6289,Sandoval,Jason,M,Clinton,Dairy Person,Dairy,Kamloops,Stores,40.50432027,3.2900804530000003,29.94985062,Stores,1000,12000,11,3,0
6290,Goudreau,Laura,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,42.376560999999995,2.950030742,85.32871346,Stores,1000,12000,5,0,0
6291,Barnes,Jordan,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56.37161816,5.622566161,112.89493629999998,Stores,1000,12000,8,1,0
6292,Gastelum,Audry,F,Aldergrove,Baker,Bakery,Aldergrove,Stores,38.62945876,4.736287693,70.75153218,Stores,1500,18000,8,2,0
6293,Cawthon,Oscar,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43.42523329,3.5011406039999997,34.76415641,Stores,1000,12000,6,1,0
6294,Lee,Patricia,F,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,58.06535771,6.530966977,195.1317611,Stores,1000,12000,13,0,0
6295,Hampton,Benjamin,M,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,44.98312937,5.413548218,95.53371159,Stores,1000,12000,12,1,0
6296,Lewis,Jerry,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.65191141,4.922451378,37.60707064,Stores,1000,12000,6,0,0
6297,Kastner,Melissa,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,48.43471992,5.309062202,107.2567537,Stores,2000,24000,3,1,0
6298,Gregory,Harry,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,34.68455674,3.144037175,19.84365163,Stores,1000,12000,8,3,0
6299,Downer,Lauren,F,Mission,Dairy Person,Dairy,Burnaby,Stores,50.46273576,6.12174051,82.93348647,Stores,1000,12000,3,2,0
6300,Bakos,Rose,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,34.68802121,3.2666848539999997,49.74688462,Stores,1000,12000,14,3,0
6301,Delisle,Katrina,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29.89262806,3.620472145,0.0,Stores,1000,12000,12,1,0
6302,Defreitas,Alice,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,27.38302518,4.269679781000001,0.0,Stores,1000,12000,12,3,0
6303,Tyler,Danielle,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,52.31504496,3.104658554,130.3102692,Stores,2000,24000,3,0,0
6304,Owens,Brian,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,46.18302974,4.507828781000001,65.21207373,Stores,1000,12000,9,2,0
6305,Johnson,Cris,F,Victoria,Baker,Bakery,Victoria,Stores,44.27748807,4.0751914,70.84260258,Stores,1500,18000,0,2,0
6306,Fields,Richard,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46.22330447,5.770580625,46.47580659,Stores,2000,24000,9,2,0
6307,Brown,Joy,F,Agassiz,Dairy Person,Dairy,Chilliwack,Stores,47.58193968,3.707817575,83.72231999,Stores,1000,12000,5,0,0
6308,Burd,Daniel,M,Victoria,Baker,Bakery,Victoria,Stores,44.04512679,6.4422902639999995,51.59794747,Stores,1500,18000,6,3,0
6309,Hurley,Pamela,F,Victoria,Baker,Bakery,Victoria,Stores,33.52320322,5.518433827000001,25.60681281,Stores,1500,18000,1,2,0
6310,Archey,Marie,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,44.76423444,3.6871762930000003,97.64347913,Stores,2000,24000,0,0,0
6311,Potter,Eleanor,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.52289818,5.838773729,103.664043,Stores,1000,12000,0,0,0
6312,Potter,Mark,M,Christina Lake,Dairy Person,Dairy,Grand Forks,Stores,31.03904186,2.143670454,9.369126143999999,Stores,1000,12000,8,3,0
6313,Gunn,Donald,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56.47395463,4.337916878,87.09529527,Stores,1000,12000,4,1,0
6314,Bowman,John,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,25.08333567,5.560105989,23.87049524,Stores,1000,12000,9,1,0
